,Peak Brightness Date/Time (UT),Latitude (deg.),Longitude (deg.),Altitude (km),Velocity (km/s),vx,vy,vz,Total Radiated Energy (J),Calculated Total Impact Energy (kt),Date,year,quarter,month,day,weekday,hour,minute,second,Month,Lat,Long,vx2,vy2,vz2,vel2
536,2007-10-07 13:31:01,35.2S,125.6E,,,,,,58000000000.0,0.19,2007-10-07 00:00:00,2007,4,10,7,6,13,31,1,October,-35.2,125.6,,,,
537,2007-09-22 17:57:12,49.2S,85.5W,30.2,16.9,-9.2,13.6,3.8,237000000000.0,0.65,2007-09-22 00:00:00,2007,3,9,22,5,17,57,12,September,-49.2,-85.5,84.63999999999999,184.95999999999998,14.44,285.60999999999996
538,2007-06-11 09:47:05,23.4S,170.9W,35.2,17.0,16.7,-2.1,-2.2,49000000000.0,0.16,2007-06-11 00:00:00,2007,2,6,11,0,9,47,5,June,-23.4,-170.9,278.89,4.41,4.840000000000001,289.0
539,2007-06-08 13:32:00,52.0S,175.3E,38.9,,,,,235000000000.0,0.65,2007-06-08 00:00:00,2007,2,6,8,4,13,32,0,June,-52.0,175.3,,,,
540,2007-06-07 21:28:12,21.9N,53.1E,29.6,,,,,31000000000.0,0.11,2007-06-07 00:00:00,2007,2,6,7,3,21,28,12,June,21.9,53.1,,,,
541,2007-05-16 16:20:58,4.5S,111.7E,,,,,,38000000000.0,0.13,2007-05-16 00:00:00,2007,2,5,16,2,16,20,58,May,-4.5,111.7,,,,
542,2007-05-16 04:45:52,42.4S,164.0E,31.5,,,,,400000000000.0,1.0,2007-05-16 00:00:00,2007,2,5,16,2,4,45,52,May,-42.4,164.0,,,,
543,2007-05-04 17:52:39,22.9N,109.4E,48.0,,,,,175000000000.0,0.5,2007-05-04 00:00:00,2007,2,5,4,4,17,52,39,May,22.9,109.4,,,,
544,2007-04-18 12:44:23,83.7S,171.2W,38.0,24.4,-5.3,-2.5,23.7,112000000000.0,0.33,2007-04-18 00:00:00,2007,2,4,18,2,12,44,23,April,-83.7,-171.2,28.09,6.25,561.6899999999999,595.3599999999999
545,2007-04-16 14:56:51,,,,,,,,24000000000.0,0.086,2007-04-16 00:00:00,2007,2,4,16,0,14,56,51,April,,,,,,
546,2007-03-17 06:48:35,7.1N,4.1E,32.5,14.5,-7.3,-1.9,-12.4,40000000000.0,0.13,2007-03-17 00:00:00,2007,1,3,17,5,6,48,35,March,7.1,4.1,53.29,3.61,153.76000000000002,210.25
547,2007-03-15 02:20:15,44.1S,148.4W,,,,,,25000000000.0,0.089,2007-03-15 00:00:00,2007,1,3,15,3,2,20,15,March,-44.1,-148.4,,,,
548,2007-03-07 15:16:49,,,,,,,,27000000000.0,0.095,2007-03-07 00:00:00,2007,1,3,7,2,15,16,49,March,,,,,,
549,2007-02-02 12:48:41,24.0N,37.2W,35.5,,,,,340000000000.0,0.89,2007-02-02 00:00:00,2007,1,2,2,4,12,48,41,February,24.0,-37.2,,,,
550,2007-01-26 22:22:21,3.7N,99.7E,,,,,,147000000000.0,0.43,2007-01-26 00:00:00,2007,1,1,26,4,22,22,21,January,3.7,99.7,,,,
551,2007-01-22 07:24:56,45.4N,53.5E,32.0,13.4,-3.3,-12.8,-1.9,76000000000.0,0.24,2007-01-22 00:00:00,2007,1,1,22,0,7,24,56,January,45.4,53.5,10.889999999999999,163.84000000000003,3.61,179.56
552,2007-01-18 13:51:10,5.3N,164.3W,34.1,,,,,32000000000.0,0.11,2007-01-18 00:00:00,2007,1,1,18,3,13,51,10,January,5.3,-164.3,,,,
553,2007-01-17 09:50:46,8.7S,50.8E,33.3,,,,,548000000000.0,1.4,2007-01-17 00:00:00,2007,1,1,17,2,9,50,46,January,-8.7,50.8,,,,
554,2007-01-01 11:43:29,44.4N,116.5E,53.0,,,,,36000000000.0,0.12,2007-01-01 00:00:00,2007,1,1,1,0,11,43,29,January,44.4,116.5,,,,
555,2006-12-09 06:31:12,26.2N,26.0E,26.5,15.9,4.9,-15.0,1.6,7410000000000.0,14.0,2006-12-09 00:00:00,2006,4,12,9,5,6,31,12,December,26.2,26.0,24.010000000000005,225.0,2.5600000000000005,252.81
556,2006-12-07 11:42:00,14.0N,140.0W,,,,,,21000000000.0,0.076,2006-12-07 00:00:00,2006,4,12,7,3,11,42,0,December,14.0,-140.0,,,,
557,2006-12-01 06:09:25,13.0S,30.7E,,,,,,63000000000.0,0.2,2006-12-01 00:00:00,2006,4,12,1,4,6,9,25,December,-13.0,30.7,,,,
558,2006-11-13 15:16:34,44.0S,43.3E,,,,,,23000000000.0,0.082,2006-11-13 00:00:00,2006,4,11,13,0,15,16,34,November,-44.0,43.3,,,,
559,2006-10-24 08:42:52,1.9S,2.7W,43.0,,,,,225000000000.0,0.62,2006-10-24 00:00:00,2006,4,10,24,1,8,42,52,October,-1.9,-2.7,,,,
560,2006-10-14 18:10:49,49.4N,175.0W,44.4,23.9,4.9,23.4,-1.0,258000000000.0,0.7,2006-10-14 00:00:00,2006,4,10,14,5,18,10,49,October,49.4,-175.0,24.010000000000005,547.56,1.0,571.2099999999999
561,2006-10-09 04:45:30,47.0S,78.9E,22.2,,,,,41000000000.0,0.14,2006-10-09 00:00:00,2006,4,10,9,0,4,45,30,October,-47.0,78.9,,,,
562,2006-10-07 12:18:53,23.0S,61.8W,40.7,,,,,41000000000.0,0.14,2006-10-07 00:00:00,2006,4,10,7,5,12,18,53,October,-23.0,-61.8,,,,
563,2006-10-02 19:10:27,14.0N,53.1E,42.0,,,,,90000000000.0,0.28,2006-10-02 00:00:00,2006,4,10,2,0,19,10,27,October,14.0,53.1,,,,
564,2006-09-27 08:33:43,32.0S,60.2E,48.1,,,,,107000000000.0,0.32,2006-09-27 00:00:00,2006,3,9,27,2,8,33,43,September,-32.0,60.2,,,,
565,2006-09-23 18:52:58,29.0S,108.0W,,,,,,121000000000.0,0.36,2006-09-23 00:00:00,2006,3,9,23,5,18,52,58,September,-29.0,-108.0,,,,
566,2006-09-02 17:57:58,,,,,,,,22000000000.0,0.079,2006-09-02 00:00:00,2006,3,9,2,5,17,57,58,September,,,,,,
567,2006-09-02 04:26:15,14.0S,109.1E,44.1,14.2,10.0,-9.9,1.5,1230000000000.0,2.8,2006-09-02 00:00:00,2006,3,9,2,5,4,26,15,September,-14.0,109.1,100.0,98.01,2.25,201.64
568,2006-08-29 01:38:36,44.0S,162.0W,40.7,,,,,92000000000.0,0.28,2006-08-29 00:00:00,2006,3,8,29,1,1,38,36,August,-44.0,-162.0,,,,
569,2006-08-18 00:03:18,43.0S,33.4E,47.2,,,,,32000000000.0,0.11,2006-08-18 00:00:00,2006,3,8,18,4,0,3,18,August,-43.0,33.4,,,,
570,2006-08-17 10:43:34,11.0S,165.7E,48.2,,,,,256000000000.0,0.7,2006-08-17 00:00:00,2006,3,8,17,3,10,43,34,August,-11.0,165.7,,,,
571,2006-08-15 10:52:24,4.9N,49.6E,32.7,,,,,47000000000.0,0.16,2006-08-15 00:00:00,2006,3,8,15,1,10,52,24,August,4.9,49.6,,,,
572,2006-08-09 04:30:44,23.1S,53.7E,37.0,,,,,1020000000000.0,2.4,2006-08-09 00:00:00,2006,3,8,9,2,4,30,44,August,-23.1,53.7,,,,
573,2006-07-15 23:55:45,78.3S,5.0W,29.6,12.4,0.1,2.0,12.2,85000000000.0,0.26,2006-07-15 00:00:00,2006,3,7,15,5,23,55,45,July,-78.3,-5.0,0.010000000000000002,4.0,148.83999999999997,153.76000000000002
574,2006-07-15 15:22:49,31.1N,45.6E,38.9,30.2,9.2,-1.2,-28.7,163000000000.0,0.47,2006-07-15 00:00:00,2006,3,7,15,5,15,22,49,July,31.1,45.6,84.63999999999999,1.44,823.6899999999999,912.04
575,2006-06-07 00:06:28,69.2N,22.5E,40.7,19.6,6.1,4.6,-18.0,59000000000.0,0.19,2006-06-07 00:00:00,2006,2,6,7,2,0,6,28,June,69.2,22.5,37.209999999999994,21.159999999999997,324.0,384.1600000000001
576,2006-05-28 01:32:24,,,,,,,,26000000000.0,0.092,2006-05-28 00:00:00,2006,2,5,28,6,1,32,24,May,,,,,,
577,2006-05-21 07:51:11,11.6S,25.5W,,,,,,263000000000.0,0.71,2006-05-21 00:00:00,2006,2,5,21,6,7,51,11,May,-11.6,-25.5,,,,
578,2006-05-07 17:45:14,,,,,,,,30000000000.0,0.1,2006-05-07 00:00:00,2006,2,5,7,6,17,45,14,May,,,,,,
579,2006-05-06 15:39:06,60.2S,152.3W,35.2,,,,,128000000000.0,0.38,2006-05-06 00:00:00,2006,2,5,6,5,15,39,6,May,-60.2,-152.3,,,,
580,2006-04-25 18:46:53,,,,,,,,20000000000.0,0.073,2006-04-25 00:00:00,2006,2,4,25,1,18,46,53,April,,,,,,
581,2006-04-08 13:16:23,17.3N,113.2W,33.3,,,,,127000000000.0,0.37,2006-04-08 00:00:00,2006,2,4,8,5,13,16,23,April,17.3,-113.2,,,,
582,2006-04-04 11:30:08,26.6N,26.6W,25.0,,,,,2400000000000.0,5.0,2006-04-04 00:00:00,2006,2,4,4,1,11,30,8,April,26.6,-26.6,,,,
583,2006-03-14 03:21:06,7.0N,64.6W,35.2,,,,,144000000000.0,0.42,2006-03-14 00:00:00,2006,1,3,14,1,3,21,6,March,7.0,-64.6,,,,
584,2006-02-26 07:30:06,,,,,,,,70000000000.0,0.22,2006-02-26 00:00:00,2006,1,2,26,6,7,30,6,February,,,,,,
585,2006-02-06 01:57:37,54.5S,18.1E,35.2,,,,,1190000000000.0,2.7,2006-02-06 00:00:00,2006,1,2,6,0,1,57,37,February,-54.5,18.1,,,,
586,2006-02-04 08:38:05,36.9N,143.6W,38.9,19.8,-8.8,3.4,-17.4,100000000000.0,0.3,2006-02-04 00:00:00,2006,1,2,4,5,8,38,5,February,36.9,-143.6,77.44000000000001,11.559999999999999,302.75999999999993,392.04
587,2006-01-28 03:33:48,51.7S,56.4E,37.0,18.7,8.4,-16.4,3.2,740000000000.0,1.8,2006-01-28 00:00:00,2006,1,1,28,5,3,33,48,January,-51.7,56.4,70.56,268.96,10.240000000000002,349.69
588,2006-01-27 01:27:42,58.7N,74.7E,20.0,,,,,45000000000.0,0.15,2006-01-27 00:00:00,2006,1,1,27,4,1,27,42,January,58.7,74.7,,,,
589,2006-01-26 00:00:53,79.8S,111.0W,37.0,,,,,53000000000.0,0.17,2006-01-26 00:00:00,2006,1,1,26,3,0,0,53,January,-79.8,-111.0,,,,
590,2006-01-10 23:25:28,29.8N,12.7W,32.4,16.9,-9.9,-6.3,-12.2,28000000000.0,0.098,2006-01-10 00:00:00,2006,1,1,10,1,23,25,28,January,29.8,-12.7,98.01,39.69,148.83999999999997,285.60999999999996
591,2006-01-08 05:20:19,7.6N,28.2W,,,,,,94000000000.0,0.29,2006-01-08 00:00:00,2006,1,1,8,6,5,20,19,January,7.6,-28.2,,,,
592,2005-12-29 10:05:35,3.0S,154.9W,42.2,20.7,18.6,8.5,3.2,190000000000.0,0.53,2005-12-29 00:00:00,2005,4,12,29,3,10,5,35,December,-3.0,-154.9,345.96000000000004,72.25,10.240000000000002,428.48999999999995
593,2005-12-24 15:30:26,54.0S,17.3E,66.0,,,,,181000000000.0,0.51,2005-12-24 00:00:00,2005,4,12,24,5,15,30,26,December,-54.0,17.3,,,,
594,2005-12-03 12:45:49,33.8S,117.4E,32.2,17.0,-12.1,-9.6,7.2,88000000000.0,0.27,2005-12-03 00:00:00,2005,4,12,3,5,12,45,49,December,-33.8,117.4,146.41,92.16,51.84,289.0
595,2005-12-01 10:40:20,6.4S,155.8W,,,,,,32000000000.0,0.11,2005-12-01 00:00:00,2005,4,12,1,3,10,40,20,December,-6.4,-155.8,,,,
596,2005-11-29 07:33:16,7.6N,58.2W,59.3,,,,,32000000000.0,0.11,2005-11-29 00:00:00,2005,4,11,29,1,7,33,16,November,7.6,-58.2,,,,
597,2005-11-15 05:19:07,26.3N,113.4W,32.4,,,,,25000000000.0,0.089,2005-11-15 00:00:00,2005,4,11,15,1,5,19,7,November,26.3,-113.4,,,,
598,2005-11-11 20:34:23,21.4N,134.1W,29.6,,,,,42000000000.0,0.14,2005-11-11 00:00:00,2005,4,11,11,4,20,34,23,November,21.4,-134.1,,,,
599,2005-11-09 07:33:08,31.0S,145.9E,30.7,13.8,13.5,-2.7,-0.7,73000000000.0,0.23,2005-11-09 00:00:00,2005,4,11,9,2,7,33,8,November,-31.0,145.9,182.25,7.290000000000001,0.48999999999999994,190.44000000000003
600,2005-11-02 07:04:32,33.9N,154.9W,68.5,,,,,32000000000.0,0.11,2005-11-02 00:00:00,2005,4,11,2,2,7,4,32,November,33.9,-154.9,,,,
601,2005-11-02 05:16:47,22.9N,123.8W,74.0,,,,,67000000000.0,0.21,2005-11-02 00:00:00,2005,4,11,2,2,5,16,47,November,22.9,-123.8,,,,
602,2005-10-26 21:30:47,36.3S,80.5W,16.7,,,,,138000000000.0,0.4,2005-10-26 00:00:00,2005,4,10,26,2,21,30,47,October,-36.3,-80.5,,,,
603,2005-09-30 19:04:06,2.8S,84.1W,53.0,,,,,22000000000.0,0.079,2005-09-30 00:00:00,2005,3,9,30,4,19,4,6,September,-2.8,-84.1,,,,
604,2005-09-14 01:08:52,11.6N,27.3E,33.3,,,,,25000000000.0,0.089,2005-09-14 00:00:00,2005,3,9,14,2,1,8,52,September,11.6,27.3,,,,
605,2005-09-02 07:59:47,13.5N,73.1E,,,,,,82000000000.0,0.25,2005-09-02 00:00:00,2005,3,9,2,4,7,59,47,September,13.5,73.1,,,,
606,2005-08-20 12:10:24,,,,,,,,27000000000.0,0.095,2005-08-20 00:00:00,2005,3,8,20,5,12,10,24,August,,,,,,
607,2005-08-09 14:35:45,21.5S,56.2E,37.0,16.9,-16.3,4.3,1.4,25000000000.0,0.089,2005-08-09 00:00:00,2005,3,8,9,1,14,35,45,August,-21.5,56.2,265.69,18.49,1.9599999999999997,285.60999999999996
608,2005-07-01 22:36:15,49.8S,33.1E,50.0,,,,,31000000000.0,0.11,2005-07-01 00:00:00,2005,3,7,1,4,22,36,15,July,-49.8,33.1,,,,
609,2005-06-18 19:40:41,47.9N,85.6E,,,,,,23000000000.0,0.082,2005-06-18 00:00:00,2005,2,6,18,5,19,40,41,June,47.9,85.6,,,,
610,2005-06-05 01:56:09,34.8N,90.9E,,,,,,41000000000.0,0.14,2005-06-05 00:00:00,2005,2,6,5,6,1,56,9,June,34.8,90.9,,,,
611,2005-06-03 08:15:41,31.0S,90.3W,29.6,26.2,-1.5,25.3,6.7,82000000000.0,0.25,2005-06-03 00:00:00,2005,2,6,3,4,8,15,41,June,-31.0,-90.3,2.25,640.09,44.89,686.4399999999999
612,2005-05-27 14:12:13,48.9S,145.1E,50.5,,,,,20000000000.0,0.073,2005-05-27 00:00:00,2005,2,5,27,4,14,12,13,May,-48.9,145.1,,,,
613,2005-05-14 13:02:53,,,,,,,,129000000000.0,0.38,2005-05-14 00:00:00,2005,2,5,14,5,13,2,53,May,,,,,,
614,2005-05-07 09:31:44,75.8S,163.7E,15.2,16.6,9.6,-9.7,9.4,26000000000.0,0.092,2005-05-07 00:00:00,2005,2,5,7,5,9,31,44,May,-75.8,163.7,92.16,94.08999999999999,88.36000000000001,275.56000000000006
615,2005-05-02 20:10:36,17.7N,36.0E,,,,,,46000000000.0,0.15,2005-05-02 00:00:00,2005,2,5,2,0,20,10,36,May,17.7,36.0,,,,
616,2005-04-22 11:18:05,20.9N,36.7W,37.0,,,,,22000000000.0,0.079,2005-04-22 00:00:00,2005,2,4,22,4,11,18,5,April,20.9,-36.7,,,,
617,2005-04-19 07:37:47,50.2S,146.4W,38.5,16.8,9.3,13.8,2.5,232000000000.0,0.64,2005-04-19 00:00:00,2005,2,4,19,1,7,37,47,April,-50.2,-146.4,86.49000000000001,190.44000000000003,6.25,282.24
618,2005-04-16 10:40:38,,,,,,,,20000000000.0,0.073,2005-04-16 00:00:00,2005,2,4,16,5,10,40,38,April,,,,,,
619,2005-04-15 06:54:59,43.8S,73.9W,39.0,,,,,21000000000.0,0.076,2005-04-15 00:00:00,2005,2,4,15,4,6,54,59,April,-43.8,-73.9,,,,
620,2005-04-14 14:05:22,4.9N,176.0W,26.5,,,,,71000000000.0,0.22,2005-04-14 00:00:00,2005,2,4,14,3,14,5,22,April,4.9,-176.0,,,,
621,2005-04-11 05:20:29,34.2S,95.7W,37.0,,,,,106000000000.0,0.32,2005-04-11 00:00:00,2005,2,4,11,0,5,20,29,April,-34.2,-95.7,,,,
622,2005-04-06 01:30:24,42.7S,154.6E,70.0,,,,,29000000000.0,0.1,2005-04-06 00:00:00,2005,2,4,6,2,1,30,24,April,-42.7,154.6,,,,
623,2005-04-05 17:48:07,,,,,,,,35000000000.0,0.12,2005-04-05 00:00:00,2005,2,4,5,1,17,48,7,April,,,,,,
624,2005-04-03 01:45:29,1.0S,112.4E,59.2,,,,,219000000000.0,0.61,2005-04-03 00:00:00,2005,2,4,3,6,1,45,29,April,-1.0,112.4,,,,
625,2005-04-02 22:52:25,14.1N,169.7E,27.2,,,,,204000000000.0,0.57,2005-04-02 00:00:00,2005,2,4,2,5,22,52,25,April,14.1,169.7,,,,
626,2005-03-31 22:15:55,42.8N,36.2W,,,,,,38000000000.0,0.13,2005-03-31 00:00:00,2005,1,3,31,3,22,15,55,March,42.8,-36.2,,,,
627,2005-03-18 16:48:32,9.7S,34.7W,33.0,,,,,27000000000.0,0.095,2005-03-18 00:00:00,2005,1,3,18,4,16,48,32,March,-9.7,-34.7,,,,
628,2005-03-12 22:16:31,,,,,,,,22000000000.0,0.079,2005-03-12 00:00:00,2005,1,3,12,5,22,16,31,March,,,,,,
629,2005-03-09 15:47:36,21.4S,157.9W,44.4,,,,,53000000000.0,0.17,2005-03-09 00:00:00,2005,1,3,9,2,15,47,36,March,-21.4,-157.9,,,,
630,2005-03-09 12:49:08,14.3N,142.7E,30.7,,,,,40000000000.0,0.13,2005-03-09 00:00:00,2005,1,3,9,2,12,49,8,March,14.3,142.7,,,,
631,2005-03-06 17:32:51,,,,,,,,55000000000.0,0.18,2005-03-06 00:00:00,2005,1,3,6,6,17,32,51,March,,,,,,
632,2005-02-22 22:51:06,,,,,,,,41000000000.0,0.14,2005-02-22 00:00:00,2005,1,2,22,1,22,51,6,February,,,,,,
633,2005-02-17 22:52:36,48.0N,161.5W,42.5,,,,,100000000000.0,0.3,2005-02-17 00:00:00,2005,1,2,17,3,22,52,36,February,48.0,-161.5,,,,
634,2005-01-19 01:43:14,27.5S,164.9W,40.7,,,,,141000000000.0,0.41,2005-01-19 00:00:00,2005,1,1,19,2,1,43,14,January,-27.5,-164.9,,,,
635,2005-01-02 23:09:51,21.3S,154.7E,35.2,21.5,20.2,-3.3,6.6,119000000000.0,0.35,2005-01-02 00:00:00,2005,1,1,2,6,23,9,51,January,-21.3,154.7,408.03999999999996,10.889999999999999,43.559999999999995,462.25
636,2005-01-01 03:44:09,32.7N,12.4E,31.8,,,,,454000000000.0,1.2,2005-01-01 00:00:00,2005,1,1,1,5,3,44,9,January,32.7,12.4,,,,
637,2004-12-29 07:11:45,8.5S,171.8E,,,,,,90000000000.0,0.28,2004-12-29 00:00:00,2004,4,12,29,2,7,11,45,December,-8.5,171.8,,,,
638,2004-12-13 11:35:55,9.7S,155.3E,,,,,,39000000000.0,0.13,2004-12-13 00:00:00,2004,4,12,13,0,11,35,55,December,-9.7,155.3,,,,
639,2004-12-11 15:36:51,36.0N,104.1E,,,,,,30000000000.0,0.1,2004-12-11 00:00:00,2004,4,12,11,5,15,36,51,December,36.0,104.1,,,,
640,2004-11-30 08:32:53,61.0N,171.0W,,,,,,181000000000.0,0.51,2004-11-30 00:00:00,2004,4,11,30,1,8,32,53,November,61.0,-171.0,,,,
641,2004-11-17 03:13:04,,,,,,,,186000000000.0,0.52,2004-11-17 00:00:00,2004,4,11,17,2,3,13,4,November,,,,,,
642,2004-10-14 11:41:01,,,,,,,,93000000000.0,0.28,2004-10-14 00:00:00,2004,4,10,14,3,11,41,1,October,,,,,,
643,2004-10-10 11:05:28,,,,,,,,30000000000.0,0.1,2004-10-10 00:00:00,2004,4,10,10,6,11,5,28,October,,,,,,
644,2004-10-07 13:14:43,27.3S,71.5E,35.0,19.2,-15.3,1.0,11.6,10400000000000.0,18.0,2004-10-07 00:00:00,2004,4,10,7,3,13,14,43,October,-27.3,71.5,234.09000000000003,1.0,134.56,368.64
645,2004-10-04 04:39:52,3.7N,150.9W,,,,,,71000000000.0,0.22,2004-10-04 00:00:00,2004,4,10,4,0,4,39,52,October,3.7,-150.9,,,,
646,2004-09-28 08:57:28,0.2N,101.1W,,,,,,62000000000.0,0.2,2004-09-28 00:00:00,2004,3,9,28,1,8,57,28,September,0.2,-101.1,,,,
647,2004-09-03 12:07:22,67.7S,18.2E,31.5,,,,,7260000000000.0,13.0,2004-09-03 00:00:00,2004,3,9,3,4,12,7,22,September,-67.7,18.2,,,,
648,2004-08-22 10:01:33,51.9S,22.7E,37.0,,,,,1440000000000.0,3.2,2004-08-22 00:00:00,2004,3,8,22,6,10,1,33,August,-51.9,22.7,,,,
649,2004-07-29 12:41:45,,,,,,,,25000000000.0,0.089,2004-07-29 00:00:00,2004,3,7,29,3,12,41,45,July,,,,,,
650,2004-07-25 05:29:13,,,,,,,,197000000000.0,0.55,2004-07-25 00:00:00,2004,3,7,25,6,5,29,13,July,,,,,,
651,2004-07-22 03:34:31,,,,,,,,35000000000.0,0.12,2004-07-22 00:00:00,2004,3,7,22,3,3,34,31,July,,,,,,
652,2004-07-16 00:11:01,,,,,,,,29000000000.0,0.1,2004-07-16 00:00:00,2004,3,7,16,4,0,11,1,July,,,,,,
653,2004-07-04 16:58:04,,,,,,,,79000000000.0,0.25,2004-07-04 00:00:00,2004,3,7,4,6,16,58,4,July,,,,,,
654,2004-07-03 20:47:22,,,,,,,,65000000000.0,0.21,2004-07-03 00:00:00,2004,3,7,3,5,20,47,22,July,,,,,,
655,2004-06-12 07:13:56,21.7N,175.3E,,,,,,104000000000.0,0.31,2004-06-12 00:00:00,2004,2,6,12,5,7,13,56,June,21.7,175.3,,,,
656,2004-06-11 15:41:40,,,,,,,,104000000000.0,0.31,2004-06-11 00:00:00,2004,2,6,11,4,15,41,40,June,,,,,,
657,2004-06-05 20:34:10,1.3N,174.4W,43.0,19.5,9.4,17.0,-1.5,1810000000000.0,3.9,2004-06-05 00:00:00,2004,2,6,5,5,20,34,10,June,1.3,-174.4,88.36000000000001,289.0,2.25,380.25
658,2004-06-04 13:41:38,,,,,,,,339000000000.0,0.89,2004-06-04 00:00:00,2004,2,6,4,4,13,41,38,June,,,,,,
659,2004-06-03 21:59:15,,,,,,,,47000000000.0,0.16,2004-06-03 00:00:00,2004,2,6,3,3,21,59,15,June,,,,,,
660,2004-06-03 09:40:12,48.9N,120.4W,,,,,,54000000000.0,0.18,2004-06-03 00:00:00,2004,2,6,3,3,9,40,12,June,48.9,-120.4,,,,
661,2004-05-18 11:12:12,28.1S,47.4W,,,,,,394000000000.0,1.0,2004-05-18 00:00:00,2004,2,5,18,1,11,12,12,May,-28.1,-47.4,,,,
662,2004-05-17 02:08:27,18.9S,28.3E,44.0,,,,,55000000000.0,0.18,2004-05-17 00:00:00,2004,2,5,17,0,2,8,27,May,-18.9,28.3,,,,
663,2004-05-06 02:22:49,,,,,,,,49000000000.0,0.16,2004-05-06 00:00:00,2004,2,5,6,3,2,22,49,May,,,,,,
664,2004-04-23 00:33:41,,,,,,,,56000000000.0,0.18,2004-04-23 00:00:00,2004,2,4,23,4,0,33,41,April,,,,,,
665,2004-04-22 21:19:55,15.2S,55.1E,,,,,,139000000000.0,0.41,2004-04-22 00:00:00,2004,2,4,22,3,21,19,55,April,-15.2,55.1,,,,
666,2004-04-22 04:21:49,44.3S,83.3E,29.6,16.3,8.5,-12.1,-6.8,624000000000.0,1.5,2004-04-22 00:00:00,2004,2,4,22,3,4,21,49,April,-44.3,83.3,72.25,146.41,46.239999999999995,265.69
667,2004-04-06 03:24:49,12.0S,162.8E,35.0,25.6,10.5,-23.2,-2.9,433000000000.0,1.1,2004-04-06 00:00:00,2004,2,4,6,1,3,24,49,April,-12.0,162.8,110.25,538.24,8.41,655.3600000000001
668,2004-03-26 16:35:45,7.6S,155.1E,46.0,,,,,24000000000.0,0.086,2004-03-26 00:00:00,2004,1,3,26,4,16,35,45,March,-7.6,155.1,,,,
669,2004-03-25 09:39:26,4.8S,21.0E,,,,,,21000000000.0,0.076,2004-03-25 00:00:00,2004,1,3,25,3,9,39,26,March,-4.8,21.0,,,,
670,2004-02-27 01:18:54,,,,,,,,60000000000.0,0.19,2004-02-27 00:00:00,2004,1,2,27,4,1,18,54,February,,,,,,
671,2004-02-02 18:52:20,18.3S,52.3E,,,,,,30000000000.0,0.1,2004-02-02 00:00:00,2004,1,2,2,0,18,52,20,February,-18.3,52.3,,,,
672,2004-01-22 01:06:43,50.6S,157.8E,37.0,,,,,232000000000.0,0.64,2004-01-22 00:00:00,2004,1,1,22,3,1,6,43,January,-50.6,157.8,,,,
673,2004-01-17 20:11:02,,,,,,,,28000000000.0,0.098,2004-01-17 00:00:00,2004,1,1,17,5,20,11,2,January,,,,,,
674,2004-01-16 11:17:06,,,,,,,,98000000000.0,0.3,2004-01-16 00:00:00,2004,1,1,16,4,11,17,6,January,,,,,,
675,2004-01-02 04:27:59,28.2S,3.2E,63.0,,,,,134000000000.0,0.39,2004-01-02 00:00:00,2004,1,1,2,4,4,27,59,January,-28.2,3.2,,,,
676,2003-12-09 22:36:23,67.1S,90.8W,,,,,,643000000000.0,1.6,2003-12-09 00:00:00,2003,4,12,9,1,22,36,23,December,-67.1,-90.8,,,,
677,2003-11-26 02:00:04,22.9S,22.7E,32.0,,,,,35000000000.0,0.12,2003-11-26 00:00:00,2003,4,11,26,2,2,0,4,November,-22.9,22.7,,,,
678,2003-11-10 13:54:06,64.5S,136.2E,23.0,20.1,14.8,-8.7,10.4,518000000000.0,1.3,2003-11-10 00:00:00,2003,4,11,10,0,13,54,6,November,-64.5,136.2,219.04000000000002,75.68999999999998,108.16000000000001,404.01000000000005
679,2003-11-01 14:09:30,51.4S,151.7E,,,,,,73000000000.0,0.23,2003-11-01 00:00:00,2003,4,11,1,5,14,9,30,November,-51.4,151.7,,,,
680,2003-10-16 00:47:28,,,,,,,,285000000000.0,0.77,2003-10-16 00:00:00,2003,4,10,16,3,0,47,28,October,,,,,,
681,2003-10-13 14:06:59,,,,,,,,30000000000.0,0.1,2003-10-13 00:00:00,2003,4,10,13,0,14,6,59,October,,,,,,
682,2003-10-07 00:23:56,,,,,,,,37000000000.0,0.13,2003-10-07 00:00:00,2003,4,10,7,1,0,23,56,October,,,,,,
683,2003-09-27 12:59:02,21.0N,86.6E,26.0,18.2,-1.0,-5.4,-17.3,2150000000000.0,4.6,2003-09-27 00:00:00,2003,3,9,27,5,12,59,2,September,21.0,86.6,1.0,29.160000000000004,299.29,331.23999999999995
684,2003-09-22 03:45:43,,,,,,,,33000000000.0,0.11,2003-09-22 00:00:00,2003,3,9,22,0,3,45,43,September,,,,,,
685,2003-09-21 07:40:00,,,,,,,,20000000000.0,0.073,2003-09-21 00:00:00,2003,3,9,21,6,7,40,0,September,,,,,,
686,2003-09-20 19:04:01,,,,,,,,30000000000.0,0.1,2003-09-20 00:00:00,2003,3,9,20,5,19,4,1,September,,,,,,
687,2003-09-02 20:00:46,51.3N,161.0W,,,,,,385000000000.0,1.0,2003-09-02 00:00:00,2003,3,9,2,1,20,0,46,September,51.3,-161.0,,,,
688,2003-08-26 22:08:45,,,,,,,,72000000000.0,0.23,2003-08-26 00:00:00,2003,3,8,26,1,22,8,45,August,,,,,,
689,2003-08-26 08:44:07,,,,,,,,249000000000.0,0.68,2003-08-26 00:00:00,2003,3,8,26,1,8,44,7,August,,,,,,
